system,accuracy,precision,recall,f1,roc_auc,num_features
dynamic_only,0.9288888888888889,0.8241758241758241,1.0,0.9036144578313253,0.9470333333333333,2
execution_full_only,0.9288888888888889,0.8241758241758241,1.0,0.9036144578313253,0.9466666666666667,1
execution_example_only,0.9122222222222223,0.8112676056338028,0.96,0.8793893129770992,0.9241666666666666,1
example_without_token_jaccard,0.91,0.8101983002832861,0.9533333333333334,0.8759571209800919,0.9358916666666666,45
example_without_operator_pattern_similarity,0.91,0.8101983002832861,0.9533333333333334,0.8759571209800919,0.9289583333333332,45
all_evidence,0.9077777777777778,0.8238805970149253,0.92,0.8692913385826772,0.9593166666666666,47
example_without_ln_cyclomatic_complexity_similarity,0.9055555555555556,0.8115942028985508,0.9333333333333333,0.8682170542635659,0.9339861111111111,45
static_plus_full_execution,0.9055555555555556,0.8267477203647416,0.9066666666666666,0.8648648648648649,0.9590222222222222,46
example_without_ln_statement_density_similarity,0.9033333333333333,0.8104956268221575,0.9266666666666666,0.864696734059098,0.9331083333333334,45
example_without_ln_operator_family_similarity,0.9022222222222223,0.8081395348837209,0.9266666666666666,0.8633540372670807,0.9343416666666666,45
example_without_identifier_similarity,0.9022222222222223,0.8099415204678363,0.9233333333333333,0.8629283489096573,0.9343083333333333,45
example_without_length_ratio,0.9022222222222223,0.8117647058823529,0.92,0.8625,0.9336083333333333,45
example_without_ln_return_count_similarity,0.9022222222222223,0.8117647058823529,0.92,0.8625,0.932713888888889,45
example_without_ln_syntax_both_valid,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9332527777777777,45
example_without_syntax_proxy,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9332527777777777,45
example_without_edit_similarity,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9332694444444444,45
example_without_ln_identifier_role_distribution_similarity,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9330194444444444,45
example_without_ln_exception_count_similarity,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9331749999999999,45
example_without_data_flow_similarity,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9334472222222221,45
example_without_retrieval_similarity,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9332694444444444,45
example_without_type_similarity,0.9011111111111111,0.8130563798219584,0.9133333333333333,0.8602825745682888,0.9340638888888888,45
example_without_ln_expression_density_similarity,0.9,0.8106508875739645,0.9133333333333333,0.8589341692789969,0.9333083333333333,45
example_without_api_mismatch_score,0.9,0.8106508875739645,0.9133333333333333,0.8589341692789969,0.9334027777777777,45
example_without_ln_branching_factor_similarity,0.9,0.8106508875739645,0.9133333333333333,0.8589341692789969,0.9332527777777778,45
example_without_ln_class_count_similarity,0.9,0.8106508875739645,0.9133333333333333,0.8589341692789969,0.9332527777777778,45
example_without_ln_identifier_count_similarity,0.9,0.8106508875739645,0.9133333333333333,0.8589341692789969,0.9332527777777778,45
static_plus_example_execution,0.9,0.8106508875739645,0.9133333333333333,0.8589341692789969,0.9332527777777778,46
example_without_ln_cfg_nodes_similarity,0.9,0.8125,0.91,0.8584905660377359,0.9340861111111111,45
example_without_ln_cfg_edges_similarity,0.9,0.8125,0.91,0.8584905660377359,0.9332472222222222,45
example_without_ln_statement_distribution_similarity,0.8988888888888888,0.8082595870206489,0.9133333333333333,0.8575899843505478,0.9333027777777778,45
example_without_ln_function_count_similarity,0.8988888888888888,0.8082595870206489,0.9133333333333333,0.8575899843505478,0.9340638888888888,45
example_without_ln_nesting_depth_similarity,0.8988888888888888,0.8100890207715133,0.91,0.8571428571428571,0.9332583333333333,45
example_without_nesting_depth_similarity,0.8988888888888888,0.8100890207715133,0.91,0.8571428571428571,0.9332583333333333,45
example_without_ln_branch_count_similarity,0.8988888888888888,0.8100890207715133,0.91,0.8571428571428571,0.9333194444444445,45
example_without_control_flow_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.9332583333333333,45
example_without_ast_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.9340583333333333,45
example_without_ast_depth_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.9332638888888888,45
example_without_ln_identifier_role_count_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.933175,45
example_without_ln_def_use_count_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.9332583333333333,45
example_without_ln_control_profile_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.9332416666666666,45
example_without_ln_loop_count_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.9332472222222222,45
example_without_ln_max_ast_depth_similarity,0.8988888888888888,0.8119402985074626,0.9066666666666666,0.8566929133858268,0.9332638888888888,45
example_without_ln_identifier_entropy_similarity,0.8977777777777778,0.8095238095238095,0.9066666666666666,0.8553459119496856,0.933575,45
example_without_ln_assignment_density_similarity,0.8977777777777778,0.8095238095238095,0.9066666666666666,0.8553459119496856,0.9341583333333334,45
example_without_identifier_role_similarity,0.8977777777777778,0.8095238095238095,0.9066666666666666,0.8553459119496856,0.9329361111111111,45
example_without_api_similarity,0.8977777777777778,0.8095238095238095,0.9066666666666666,0.8553459119496856,0.9332305555555555,45
example_without_ln_expression_distribution_similarity,0.8966666666666666,0.8071216617210683,0.9066666666666666,0.8540031397174255,0.9325416666666666,45
example_without_ln_call_count_similarity,0.8966666666666666,0.808955223880597,0.9033333333333333,0.8535433070866142,0.9332416666666667,45
example_without_ln_read_write_ratio_similarity,0.8966666666666666,0.8108108108108109,0.9,0.8530805687203792,0.9333694444444444,45
example_without_ast_shape_similarity,0.8944444444444445,0.8096676737160121,0.8933333333333333,0.849445324881141,0.9337583333333332,45
example_without_ln_avg_tree_depth_similarity,0.89,0.8073394495412844,0.88,0.8421052631578947,0.9337805555555555,45
static_without_api_similarity,0.7466666666666667,0.6578947368421053,0.5,0.5681818181818182,0.8011055555555555,44
static_without_ln_loop_count_similarity,0.7444444444444445,0.6508620689655172,0.5033333333333333,0.5676691729323309,0.8017555555555556,44
static_without_ln_call_count_similarity,0.7455555555555555,0.6550218340611353,0.5,0.5671077504725898,0.8017055555555554,44
static_without_ln_expression_distribution_similarity,0.7455555555555555,0.6550218340611353,0.5,0.5671077504725898,0.8011999999999999,44
static_without_ln_identifier_entropy_similarity,0.7444444444444445,0.6535087719298246,0.49666666666666665,0.5643939393939394,0.8025833333333334,44
static_without_ln_cfg_nodes_similarity,0.7444444444444445,0.6548672566371682,0.49333333333333335,0.5627376425855514,0.8005833333333334,44
static_without_ln_avg_tree_depth_similarity,0.7433333333333333,0.6533333333333333,0.49,0.56,0.8003333333333332,44
static_without_data_flow_similarity,0.7411111111111112,0.6462882096069869,0.49333333333333335,0.5595463137996219,0.8004944444444444,44
static_without_ln_expression_density_similarity,0.7444444444444445,0.6576576576576577,0.4866666666666667,0.5593869731800766,0.8007500000000001,44
static_without_ln_function_count_similarity,0.7422222222222222,0.6504424778761062,0.49,0.55893536121673,0.8005222222222222,44
